Salaire mensuel brut selon Année, Grande région, Branche économique, Position professionnelle, Sexe et Valeur centrale et intervalle interquartile;;;;;;;;;;;
;;;;;;;;;;;
;;;;19;> 19-20 Cokéfaction / industrie chimique;-1;Position professionnelle - total;-1;Sexe - total;7608;
;;;;;;;;2;Homme;7875;
;;;;;;;;1;Femme;6624;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;13132;
;;;;;;;;2;Homme;13363;
;;;;;;;;1;Femme;11847;( )
;;;;;;3;Cadre inférieur;-1;Sexe - total;9302;
;;;;;;;;2;Homme;9431;
;;;;;;;;1;Femme;8812;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;8505;
;;;;;;;;2;Homme;8734;
;;;;;;;;1;Femme;7644;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;6931;
;;;;;;;;2;Homme;7198;
;;;;;;;;1;Femme;6018;
;;;;21;> 21 Industrie pharmaceutique;-1;Position professionnelle - total;-1;Sexe - total;9835;
;;;;;;;;2;Homme;10366;
;;;;;;;;1;Femme;9161;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;17186;
;;;;;;;;2;Homme;17546;
;;;;;;;;1;Femme;16581;
;;;;;;3;Cadre inférieur;-1;Sexe - total;12336;
;;;;;;;;2;Homme;12585;
;;;;;;;;1;Femme;12059;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;9785;
;;;;;;;;2;Homme;10049;
;;;;;;;;1;Femme;9318;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;8410;
;;;;;;;;2;Homme;8701;
;;;;;;;;1;Femme;8025;
;;;;22;> 22-23 Industries du caoutchouc et du plastique;-1;Position professionnelle - total;-1;Sexe - total;5984;
;;;;;;;;2;Homme;6173;
;;;;;;;;1;Femme;5156;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;9720;
;;;;;;;;2;Homme;9841;
;;;;;;;;1;Femme;8469;( )
;;;;;;3;Cadre inférieur;-1;Sexe - total;7737;
;;;;;;;;2;Homme;7840;
;;;;;;;;1;Femme;7066;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;6381;
;;;;;;;;2;Homme;6478;
;;;;;;;;1;Femme;5812;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5684;
;;;;;;;;2;Homme;5847;
;;;;;;;;1;Femme;4970;
;;;;24;> 24-25 Métallurgie / fabrication produits métalliques;-1;Position professionnelle - total;-1;Sexe - total;6000;
;;;;;;;;2;Homme;6148;
;;;;;;;;1;Femme;5199;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;8795;
;;;;;;;;2;Homme;8970;
;;;;;;;;1;Femme;7785;
;;;;;;3;Cadre inférieur;-1;Sexe - total;7311;
;;;;;;;;2;Homme;7365;
;;;;;;;;1;Femme;6562;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;6439;
;;;;;;;;2;Homme;6497;
;;;;;;;;1;Femme;5863;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5642;
;;;;;;;;2;Homme;5772;
;;;;;;;;1;Femme;5025;
;;;;26;> 26 Fabrication de produit informatiques, électroniques et optiques / horlogerie;-1;Position professionnelle - total;-1;Sexe - total;6875;
;;;;;;;;2;Homme;7716;
;;;;;;;;1;Femme;5478;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;11901;
;;;;;;;;2;Homme;12043;
;;;;;;;;1;Femme;10763;
;;;;;;3;Cadre inférieur;-1;Sexe - total;9725;
;;;;;;;;2;Homme;9889;
;;;;;;;;1;Femme;8770;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;7200;
;;;;;;;;2;Homme;7599;
;;;;;;;;1;Femme;6134;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;6339;
;;;;;;;;2;Homme;7084;
;;;;;;;;1;Femme;5329;
;;;;27;> 27 Fabrication d'équipements électriques;-1;Position professionnelle - total;-1;Sexe - total;6710;
;;;;;;;;2;Homme;7157;
;;;;;;;;1;Femme;5122;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;11808;
;;;;;;;;2;Homme;11941;
;;;;;;;;1;Femme;10634;
;;;;;;3;Cadre inférieur;-1;Sexe - total;9193;
;;;;;;;;2;Homme;9255;
;;;;;;;;1;Femme;8733;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;6850;
;;;;;;;;2;Homme;7035;
;;;;;;;;1;Femme;5968;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5978;
;;;;;;;;2;Homme;6357;
;;;;;;;;1;Femme;4874;
;;;;28;> 28 Fabrication de machines et équipements n.c.a;-1;Position professionnelle - total;-1;Sexe - total;6882;
;;;;;;;;2;Homme;7064;
;;;;;;;;1;Femme;5792;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;10567;
;;;;;;;;2;Homme;10817;
;;;;;;;;1;Femme;9145;
;;;;;;3;Cadre inférieur;-1;Sexe - total;8602;
;;;;;;;;2;Homme;8719;
;;;;;;;;1;Femme;7829;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;7256;
;;;;;;;;2;Homme;7345;
;;;;;;;;1;Femme;6320;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;6423;
;;;;;;;;2;Homme;6587;
;;;;;;;;1;Femme;5502;
;;;;29;> 29-30 Fabrication de matériels de transport;-1;Position professionnelle - total;-1;Sexe - total;6779;
;;;;;;;;2;Homme;6861;
;;;;;;;;1;Femme;6118;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;9810;
;;;;;;;;2;Homme;9994;
;;;;;;;;1;Femme;8045;( )
;;;;;;3;Cadre inférieur;-1;Sexe - total;8476;( )
;;;;;;;;2;Homme;8502;( )
;;;;;;;;1;Femme;X;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;6641;
;;;;;;;;2;Homme;6754;
;;;;;;;;1;Femme;X;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;6582;
;;;;;;;;2;Homme;6638;
;;;;;;;;1;Femme;5965;
;;;;31;> 31-33 Fabrication de meubles / autres industries manufacturières / réparation et installation de machines et d'équipements;-1;Position professionnelle - total;-1;Sexe - total;6117;
;;;;;;;;2;Homme;6376;
;;;;;;;;1;Femme;5286;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;8908;
;;;;;;;;2;Homme;9175;
;;;;;;;;1;Femme;7966;( )
;;;;;;3;Cadre inférieur;-1;Sexe - total;7148;
;;;;;;;;2;Homme;7167;
;;;;;;;;1;Femme;7018;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;6548;
;;;;;;;;2;Homme;6843;
;;;;;;;;1;Femme;5382;( )
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5746;
;;;;;;;;2;Homme;5991;
;;;;;;;;1;Femme;5053;
;;;;35;> 35 Production et distribution d'énergie;-1;Position professionnelle - total;-1;Sexe - total;8210;
;;;;;;;;2;Homme;8362;
;;;;;;;;1;Femme;7322;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;12499;
;;;;;;;;2;Homme;12582;
;;;;;;;;1;Femme;11743;
;;;;;;3;Cadre inférieur;-1;Sexe - total;10117;
;;;;;;;;2;Homme;10182;
;;;;;;;;1;Femme;9640;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;8235;
;;;;;;;;2;Homme;8261;
;;;;;;;;1;Femme;7571;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;7494;
;;;;;;;;2;Homme;7627;
;;;;;;;;1;Femme;6899;
;;;;36;> 36-39 Production et distribution d'eau / gestion déchets;-1;Position professionnelle - total;-1;Sexe - total;6192;
;;;;;;;;2;Homme;6225;
;;;;;;;;1;Femme;6071;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;9478;
;;;;;;;;2;Homme;9670;
;;;;;;;;1;Femme;7837;
;;;;;;3;Cadre inférieur;-1;Sexe - total;7209;
;;;;;;;;2;Homme;7338;
;;;;;;;;1;Femme;6616;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;6759;
;;;;;;;;2;Homme;6830;
;;;;;;;;1;Femme;6121;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5815;
;;;;;;;;2;Homme;5806;
;;;;;;;;1;Femme;5933;
;;;;41;> 41-43 Construction;-1;Position professionnelle - total;-1;Sexe - total;6116;
;;;;;;;;2;Homme;6129;
;;;;;;;;1;Femme;5977;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;8345;
;;;;;;;;2;Homme;8559;
;;;;;;;;1;Femme;6786;
;;;;;;3;Cadre inférieur;-1;Sexe - total;7136;
;;;;;;;;2;Homme;7220;
;;;;;;;;1;Femme;6507;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;6671;
;;;;;;;;2;Homme;6688;
;;;;;;;;1;Femme;6430;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5849;
;;;;;;;;2;Homme;5854;
;;;;;;;;1;Femme;5760;
;;;;44.99;45-96 Secteur 3: services;-1;Position professionnelle - total;-1;Sexe - total;6617;
;;;;;;;;2;Homme;7191;
;;;;;;;;1;Femme;6093;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;10540;
;;;;;;;;2;Homme;11350;
;;;;;;;;1;Femme;8890;
;;;;;;3;Cadre inférieur;-1;Sexe - total;8514;
;;;;;;;;2;Homme;9243;
;;;;;;;;1;Femme;7606;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;7100;
;;;;;;;;2;Homme;7633;
;;;;;;;;1;Femme;6526;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5943;
;;;;;;;;2;Homme;6201;
;;;;;;;;1;Femme;5678;
;;;;45;> 45-46 Commerce de gros / commerce et réparation d'automobiles;-1;Position professionnelle - total;-1;Sexe - total;6529;
;;;;;;;;2;Homme;6667;
;;;;;;;;1;Femme;6225;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;9924;
;;;;;;;;2;Homme;10039;
;;;;;;;;1;Femme;9283;
;;;;;;3;Cadre inférieur;-1;Sexe - total;8423;
;;;;;;;;2;Homme;8541;
;;;;;;;;1;Femme;8140;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;7082;
;;;;;;;;2;Homme;7082;
;;;;;;;;1;Femme;7081;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5938;
;;;;;;;;2;Homme;5993;
;;;;;;;;1;Femme;5810;
;;;;47;> 47 Commerce de détail;-1;Position professionnelle - total;-1;Sexe - total;4798;
;;;;;;;;2;Homme;5403;
;;;;;;;;1;Femme;4605;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;7220;
;;;;;;;;2;Homme;8032;
;;;;;;;;1;Femme;6202;
;;;;;;3;Cadre inférieur;-1;Sexe - total;6315;
;;;;;;;;2;Homme;7059;
;;;;;;;;1;Femme;5480;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;5697;
;;;;;;;;2;Homme;6303;
;;;;;;;;1;Femme;5293;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;4615;
;;;;;;;;2;Homme;4944;
;;;;;;;;1;Femme;4507;
;;;;49;> 49-52 Transport terrestres, par eau, aériens / entreposage;-1;Position professionnelle - total;-1;Sexe - total;6332;
;;;;;;;;2;Homme;6427;
;;;;;;;;1;Femme;5963;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;10207;
;;;;;;;;2;Homme;10540;
;;;;;;;;1;Femme;8543;( )
;;;;;;3;Cadre inférieur;-1;Sexe - total;8292;
;;;;;;;;2;Homme;8412;
;;;;;;;;1;Femme;7798;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;8221;
;;;;;;;;2;Homme;8320;
;;;;;;;;1;Femme;7438;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5996;
;;;;;;;;2;Homme;6062;
;;;;;;;;1;Femme;5724;
;;;;53;> 53 Activités de poste et de courrier;-1;Position professionnelle - total;-1;Sexe - total;5896;
;;;;;;;;2;Homme;5926;
;;;;;;;;1;Femme;5810;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;8622;( )
;;;;;;;;2;Homme;9144;( )
;;;;;;;;1;Femme;X;
;;;;;;3;Cadre inférieur;-1;Sexe - total;8323;
;;;;;;;;2;Homme;8642;
;;;;;;;;1;Femme;6164;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;7037;
;;;;;;;;2;Homme;6980;
;;;;;;;;1;Femme;7242;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5786;
;;;;;;;;2;Homme;5807;
;;;;;;;;1;Femme;5721;
;;;;55;> 55-56 Hébergement et restauration;-1;Position professionnelle - total;-1;Sexe - total;4337;
;;;;;;;;2;Homme;4482;
;;;;;;;;1;Femme;4241;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;5974;
;;;;;;;;2;Homme;6248;
;;;;;;;;1;Femme;5501;
;;;;;;3;Cadre inférieur;-1;Sexe - total;5054;
;;;;;;;;2;Homme;5238;
;;;;;;;;1;Femme;4850;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;4808;
;;;;;;;;2;Homme;4978;
;;;;;;;;1;Femme;4609;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;4161;
;;;;;;;;2;Homme;4229;
;;;;;;;;1;Femme;4126;
;;;;58;> 58-60 Édition, audiovisuel et diffusion;-1;Position professionnelle - total;-1;Sexe - total;7622;
;;;;;;;;2;Homme;8150;
;;;;;;;;1;Femme;6920;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;9284;
;;;;;;;;2;Homme;9883;
;;;;;;;;1;Femme;8214;
;;;;;;3;Cadre inférieur;-1;Sexe - total;9111;
;;;;;;;;2;Homme;10506;
;;;;;;;;1;Femme;7690;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;7665;
;;;;;;;;2;Homme;8270;
;;;;;;;;1;Femme;6932;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;7355;
;;;;;;;;2;Homme;7790;
;;;;;;;;1;Femme;6756;
;;;;61;> 61 Télécommunications;-1;Position professionnelle - total;-1;Sexe - total;8869;
;;;;;;;;2;Homme;9638;
;;;;;;;;1;Femme;7136;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;14496;
;;;;;;;;2;Homme;14736;
;;;;;;;;1;Femme;12276;( )
;;;;;;3;Cadre inférieur;-1;Sexe - total;9890;
;;;;;;;;2;Homme;10217;
;;;;;;;;1;Femme;8617;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;7833;
;;;;;;;;2;Homme;7976;
;;;;;;;;1;Femme;7163;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;8696;
;;;;;;;;2;Homme;9501;
;;;;;;;;1;Femme;7045;
;;;;62;> 62-63 Activité informatiques et services d'information;-1;Position professionnelle - total;-1;Sexe - total;8900;
;;;;;;;;2;Homme;9314;
;;;;;;;;1;Femme;7424;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;11916;
;;;;;;;;2;Homme;12078;
;;;;;;;;1;Femme;9930;
;;;;;;3;Cadre inférieur;-1;Sexe - total;10080;
;;;;;;;;2;Homme;10356;
;;;;;;;;1;Femme;8602;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;9856;
;;;;;;;;2;Homme;10189;
;;;;;;;;1;Femme;8390;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;7917;
;;;;;;;;2;Homme;8273;
;;;;;;;;1;Femme;6871;
;;;;64;> 64, 66 Services financiers / activités auxiliaires de services financiers et d'assurance;-1;Position professionnelle - total;-1;Sexe - total;9362;
;;;;;;;;2;Homme;10833;
;;;;;;;;1;Femme;7510;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;16099;
;;;;;;;;2;Homme;16658;
;;;;;;;;1;Femme;13912;
;;;;;;3;Cadre inférieur;-1;Sexe - total;10824;
;;;;;;;;2;Homme;11163;
;;;;;;;;1;Femme;9997;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;8808;
;;;;;;;;2;Homme;9333;
;;;;;;;;1;Femme;8152;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;6984;
;;;;;;;;2;Homme;7583;
;;;;;;;;1;Femme;6632;
;;;;65;> 65 Assurance;-1;Position professionnelle - total;-1;Sexe - total;8762;
;;;;;;;;2;Homme;10400;
;;;;;;;;1;Femme;7140;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;14912;
;;;;;;;;2;Homme;15480;
;;;;;;;;1;Femme;12674;
;;;;;;3;Cadre inférieur;-1;Sexe - total;11515;
;;;;;;;;2;Homme;12022;
;;;;;;;;1;Femme;10254;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;10091;
;;;;;;;;2;Homme;10403;
;;;;;;;;1;Femme;9474;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;7100;
;;;;;;;;2;Homme;8276;
;;;;;;;;1;Femme;6553;
;;;;68;> 68 Activités immobilières;-1;Position professionnelle - total;-1;Sexe - total;6735;
;;;;;;;;2;Homme;7510;
;;;;;;;;1;Femme;6204;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;10532;
;;;;;;;;2;Homme;11596;
;;;;;;;;1;Femme;8750;
;;;;;;3;Cadre inférieur;-1;Sexe - total;7961;
;;;;;;;;2;Homme;8717;
;;;;;;;;1;Femme;7339;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;6950;
;;;;;;;;2;Homme;7475;
;;;;;;;;1;Femme;6316;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;6035;
;;;;;;;;2;Homme;6400;
;;;;;;;;1;Femme;5881;
;;;;69;> 69-71 Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie;-1;Position professionnelle - total;-1;Sexe - total;7717;
;;;;;;;;2;Homme;8493;
;;;;;;;;1;Femme;6860;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;11713;
;;;;;;;;2;Homme;12154;
;;;;;;;;1;Femme;10116;
;;;;;;3;Cadre inférieur;-1;Sexe - total;8825;
;;;;;;;;2;Homme;9353;
;;;;;;;;1;Femme;7819;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;7816;
;;;;;;;;2;Homme;8146;
;;;;;;;;1;Femme;7415;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;6577;
;;;;;;;;2;Homme;6834;
;;;;;;;;1;Femme;6331;
;;;;72;> 72 Recherche-développement scientifique;-1;Position professionnelle - total;-1;Sexe - total;8764;
;;;;;;;;2;Homme;9309;
;;;;;;;;1;Femme;8080;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;14290;
;;;;;;;;2;Homme;14749;
;;;;;;;;1;Femme;12500;
;;;;;;3;Cadre inférieur;-1;Sexe - total;11787;( )
;;;;;;;;2;Homme;12192;( )
;;;;;;;;1;Femme;11047;( )
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;10571;( )
;;;;;;;;2;Homme;11112;
;;;;;;;;1;Femme;9521;( )
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;7955;
;;;;;;;;2;Homme;8281;
;;;;;;;;1;Femme;7509;
;;;;73;> 73-75 Autres activités spécialisées, scientifiques et techniques;-1;Position professionnelle - total;-1;Sexe - total;6667;
;;;;;;;;2;Homme;7515;
;;;;;;;;1;Femme;6051;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;9406;
;;;;;;;;2;Homme;10000;
;;;;;;;;1;Femme;8000;
;;;;;;3;Cadre inférieur;-1;Sexe - total;7905;
;;;;;;;;2;Homme;8647;( )
;;;;;;;;1;Femme;6927;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;6756;
;;;;;;;;2;Homme;7905;( )
;;;;;;;;1;Femme;6165;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5947;
;;;;;;;;2;Homme;6350;
;;;;;;;;1;Femme;5662;
;;;;77;> 77,79-82 Activités de services administratifs (sans 78);-1;Position professionnelle - total;-1;Sexe - total;5364;
;;;;;;;;2;Homme;5673;
;;;;;;;;1;Femme;4800;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;8193;
;;;;;;;;2;Homme;8633;
;;;;;;;;1;Femme;7366;
;;;;;;3;Cadre inférieur;-1;Sexe - total;6786;
;;;;;;;;2;Homme;6937;
;;;;;;;;1;Femme;6627;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;5916;
;;;;;;;;2;Homme;5970;
;;;;;;;;1;Femme;5520;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5025;
;;;;;;;;2;Homme;5296;
;;;;;;;;1;Femme;4564;
;;;;78;> 78 Activités liées à l'emploi;-1;Position professionnelle - total;-1;Sexe - total;5520;
;;;;;;;;2;Homme;5622;
;;;;;;;;1;Femme;4993;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;10398;
;;;;;;;;2;Homme;11429;
;;;;;;;;1;Femme;8842;
;;;;;;3;Cadre inférieur;-1;Sexe - total;8517;( )
;;;;;;;;2;Homme;8897;( )
;;;;;;;;1;Femme;8000;( )
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;7441;( )
;;;;;;;;2;Homme;7996;( )
;;;;;;;;1;Femme;7064;( )
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;5429;
;;;;;;;;2;Homme;5538;
;;;;;;;;1;Femme;4802;
;;;;84;> 84 Administration publique, défense / sécurité sociale;-1;Position professionnelle - total;-1;Sexe - total;8016;
;;;;;;;;2;Homme;8620;
;;;;;;;;1;Femme;7298;
;;;;;;0;Cadre supérieur et moyen;-1;Sexe - total;11221;
;;;;;;;;2;Homme;11554;
;;;;;;;;1;Femme;10080;
;;;;;;3;Cadre inférieur;-1;Sexe - total;8981;
;;;;;;;;2;Homme;9490;
;;;;;;;;1;Femme;7933;
;;;;;;4;Responsable de l'exécution des travaux;-1;Sexe - total;8364;
;;;;;;;;2;Homme;8809;
;;;;;;;;1;Femme;7596;
;;;;;;5;Sans fonction de cadre;-1;Sexe - total;7354;
;;;;;;;;2;Homme;7778;
;;;;;;;;1;Femme;6904;
;;;;85;> 85 Enseignement;-1;Position professionnelle - total;-1;Sexe - total;8673;
;;;;;;;;2;Homme;9240;
;;;;;;;;1;Femme;8359;
